product_id,title,price,sales,feedbacks,seller,seller_rating,Процессор,Оперативная память,Жесткий диск,Видеопроцессор,Операционная система,Гарантийный срок,Страна производства,Габариты товара,Габариты товара (с упаковкой)
143449814,Игровой Компьютер Robotcomp Старт Bluetooth V2 1650,39436₽,Купили менее 5 раз, 0 отзывов,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143449815,Игровой Компьютер Robotcomp Старт Bluetooth Plus 1650 V1,38854₽,Купили менее 5 раз, 0 отзывов,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,windows пробная,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143449816,Игровой Компьютер Robotcomp Старт Bluetooth 1650 V1,40718₽,, 0 отзывов,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,windows пробная,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143449817,Игровой Компьютер Robotcomp Старт Bluetooth 1650 V2,39436₽,Купили менее 5 раз, 0 отзывов,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143449818,Игровой Компьютер Robotcomp Старт Bluetooth 1650 V3,42501₽,, 0 отзывов,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143449819,Игровой Компьютер Robotcomp Старт Bluetooth V3 Plus 1650,44905₽,, 1 отзыв,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143449820,Игровой Компьютер Robotcomp Старт Bluetooth V2 Plus 1650,42124₽,Купили менее 5 раз, 0 отзывов,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143449821,Игровой Компьютер Robotcomp Старт Bluetooth V3 Plus 1650,44905₽,Купили менее 5 раз, 1 отзыв,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143449821,Игровой Компьютер Robotcomp Старт Bluetooth V3 Plus 1650,44905₽,Купили менее 5 раз, 1 отзыв,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143449822,Игровой Компьютер Robotcomp Старт Bluetooth 1650 V1,40718₽,, 0 отзывов,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,windows пробная,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143449822,Игровой Компьютер Robotcomp Старт Bluetooth 1650 V1,40718₽,, 0 отзывов,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,windows пробная,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143449823,Игровой Компьютер Robotcomp Старт Bluetooth V3 1650,42501₽,, 0 отзывов,Robotcomp,4.7,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480 ГБ'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 Года (36 месяцев),Россия,"{'Ширина предмета': '20 см', 'Глубина предмета': '42 см', 'Высота предмета': '46 см', 'Вес без упаковки (кг)': '7 кг'}","{'Длина упаковки': '46 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '51 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547402,Игровой компьютер Системный блок ПК CompDay Favorite,38710₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Pentium', 'Количество ядер процессора': '2'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480'}",NVIDIA GeForce GT 1030,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '32 см', 'Ширина упаковки': '19 см', 'Высота упаковки': '39 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547403,Игровой компьютер Системный блок ПК CompDay Meteor,41769₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480'}",NVIDIA GeForce GT 1030,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '38 см', 'Ширина упаковки': '18 см', 'Высота упаковки': '43 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547404,Игровой компьютер Системный блок ПК CompDay Каскад,48276₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '128'}",NVIDIA GeForce GTX 1050,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '41 см', 'Ширина упаковки': '21 см', 'Высота упаковки': '38 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547405,Игровой компьютер Системный блок ПК CompDay General,161358₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '12'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000', 'Объем накопителя SSD': '480'}",NVIDIA GeForce RTX 3080,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '42 см', 'Ширина упаковки': '21 см', 'Высота упаковки': '46 см', 'Вес с упаковкой (кг)': '12 кг'}"
143547406,Игровой компьютер Системный блок ПК CompDay Киборг,36065₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'AMD Ryzen 5', 'Количество ядер процессора': '6'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '240'}",AMD Radeon Vega 7,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '38 см', 'Ширина упаковки': '18 см', 'Высота упаковки': '43 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547406,Игровой компьютер Системный блок ПК CompDay Киборг,36065₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'AMD Ryzen 5', 'Количество ядер процессора': '6'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '240'}",AMD Radeon Vega 7,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '38 см', 'Ширина упаковки': '18 см', 'Высота упаковки': '43 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547407,Игровой компьютер Системный блок ПК CompDay Герань,50279₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '256'}",NVIDIA GeForce GTX 1050,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '38 см', 'Ширина упаковки': '18 см', 'Высота упаковки': '43 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547408,Игровой компьютер Системный блок ПК CompDay Space,78270₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '6'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '256'}",NVIDIA GeForce RTX 3060,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '37 см', 'Ширина упаковки': '20 см', 'Высота упаковки': '42 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547409,Игровой компьютер Системный блок ПК CompDay Рубеж,62975₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480'}",NVIDIA GeForce GTX 1660,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '40 см', 'Ширина упаковки': '19 см', 'Высота упаковки': '37 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547410,Игровой компьютер Системный блок ПК CompDay Predator,55270₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'AMD Ryzen 3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000', 'Объем накопителя SSD': '256'}",NVIDIA GeForce GTX 1050,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '41 см', 'Ширина упаковки': '21 см', 'Высота упаковки': '38 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547411,Игровой компьютер Системный блок ПК CompDay Спутник,80605₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '6'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480'}",NVIDIA GeForce RTX 3050,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '39 см', 'Ширина упаковки': '20 см', 'Высота упаковки': '42 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547412,Игровой компьютер Системный блок ПК CompDay Опора,64827₽,Купили менее 5 раз, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '128'}",NVIDIA GeForce RTX 3050,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '41 см', 'Ширина упаковки': '21 см', 'Высота упаковки': '38 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547412,Игровой компьютер Системный блок ПК CompDay Опора,64827₽,Купили менее 5 раз, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '128'}",NVIDIA GeForce RTX 3050,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '41 см', 'Ширина упаковки': '21 см', 'Высота упаковки': '38 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547413,Игровой компьютер Системный блок ПК CompDay Turbo,40274₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '240'}",NVIDIA GeForce GT 1030,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '34 см', 'Ширина упаковки': '19 см', 'Высота упаковки': '40 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547414,Игровой компьютер Системный блок ПК CompDay Турбо,96613₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000', 'Объем накопителя SSD': '256'}",NVIDIA GeForce RTX 3060,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '37 см', 'Ширина упаковки': '20 см', 'Высота упаковки': '42 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547415,Игровой компьютер Системный блок ПК CompDay Professor,37905₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Pentium', 'Количество ядер процессора': '2'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480'}",NVIDIA GeForce GT 1030,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '38 см', 'Ширина упаковки': '18 см', 'Высота упаковки': '43 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547416,Игровой компьютер Системный блок ПК CompDay Янычар,31671₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'AMD Athlon', 'Количество ядер процессора': '2'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '240'}",AMD Radeon Vega 3,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '32 см', 'Ширина упаковки': '19 см', 'Высота упаковки': '39 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547417,Игровой компьютер Системный блок ПК CompDay Маршал,38365₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'AMD Ryzen 5', 'Количество ядер процессора': '6'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480'}",AMD Radeon Vega 7,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '38 см', 'Ширина упаковки': '18 см', 'Высота упаковки': '43 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547418,Игровой компьютер Системный блок ПК CompDay Ataman,38365₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'AMD Ryzen 5', 'Количество ядер процессора': '6'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '480'}",AMD Radeon Vega 7,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '38 см', 'Ширина упаковки': '18 см', 'Высота упаковки': '43 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547419,Игровой компьютер Системный блок ПК CompDay Падишах,59801₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '6'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000', 'Объем накопителя SSD': '256'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '42 см', 'Ширина упаковки': '21 см', 'Высота упаковки': '46 см', 'Вес с упаковкой (кг)': '12 кг'}"
143547420,Игровой компьютер Системный блок ПК CompDay Диверсант,96118₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i7', 'Количество ядер процессора': '8'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '256'}",NVIDIA GeForce RTX 3060,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '37 см', 'Ширина упаковки': '20 см', 'Высота упаковки': '42 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547421,Игровой компьютер Системный блок ПК CompDay Pilgrim,36870₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'AMD Ryzen 5', 'Количество ядер процессора': '6'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '240'}",AMD Radeon Vega 7,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '34 см', 'Ширина упаковки': '19 см', 'Высота упаковки': '40 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547422,Игровой компьютер Системный блок ПК CompDay Чемпион,69864₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '6'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '256'}",NVIDIA GeForce RTX 3050,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '42 см', 'Ширина упаковки': '21 см', 'Высота упаковки': '46 см', 'Вес с упаковкой (кг)': '12 кг'}"
143547423,Игровой компьютер Системный блок ПК CompDay Лев,50210₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'AMD Ryzen 3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '256'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '38 см', 'Ширина упаковки': '18 см', 'Высота упаковки': '43 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547425,Игровой компьютер Системный блок ПК CompDay Cruiser,74349₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i5', 'Количество ядер процессора': '6'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000', 'Объем накопителя SSD': '256'}",NVIDIA GeForce RTX 3050,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '47 см', 'Ширина упаковки': '23 см', 'Высота упаковки': '45 см', 'Вес с упаковкой (кг)': '14 кг'}"
143547426,Игровой компьютер Системный блок ПК CompDay Ратник,50624₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '128'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '41 см', 'Ширина упаковки': '21 см', 'Высота упаковки': '38 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547427,Игровой компьютер Системный блок ПК CompDay Стильный,63629₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'Intel Core i3', 'Количество ядер процессора': '4'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '8 ГБ'}","{'Объем накопителя HDD': None, 'Объем накопителя SSD': '256'}",NVIDIA GeForce RTX 3050,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '38 см', 'Ширина упаковки': '18 см', 'Высота упаковки': '43 см', 'Вес с упаковкой (кг)': '8 кг'}"
143547428,Игровой компьютер Системный блок ПК CompDay Caesar,64585₽,, 0 отзывов,COMPDAY.RU,4.2,"{'Процессор_тип': 'AMD Ryzen 5', 'Количество ядер процессора': '6'}","{'Тип оперативной памяти': 'DDR 4', 'Объем оперативной памяти (Гб)': '16 ГБ'}","{'Объем накопителя HDD': '1000', 'Объем накопителя SSD': '256'}",NVIDIA GeForce GTX 1650,Windows 10 Pro,3 года,,"{'Ширина предмета': None, 'Глубина предмета': None, 'Высота предмета': None, 'Вес без упаковки (кг)': None}","{'Длина упаковки': '42 см', 'Ширина упаковки': '21 см', 'Высота упаковки': '46 см', 'Вес с упаковкой (кг)': '12 кг'}"
